,0
1771,"Hiện VN đã ký hợp đồng xuất gạo đạt trên 2,3 triệu tấn, trong đó phần lớn giá xuất khẩu đều ở mức rất cao so với năm 2009. Nhiều nông dân đang kỳ vọng một vụ trúng mùa và được giá sẽ trở lại với ngành xuất khẩu gạo."
1772,"Sau một tuần giảm giá, ngày 6-1 giá lúa ở nhiều tỉnh ĐBSCL tăng trở lại làm nông dân phấn khởi."
1773,"Hiện nay, giá lúa gạo tại vùng đồng bằng sông Cửu Long tiếp tục bình ổn hoặc giảm nhẹ khoảng 50-100 đồng/kg so tuần trước, giá gạo lức nguyên liệu xuất khẩu đang ở mức 7.300-7.400 đồng/kg. Nguyên nhân do các tỉnh Bến Tre, Sóc Trăng, Kiên Giang đã bắt đầu thu hoạch lúa đông xuân."
1774,Bộ Nông nghiệp Nhật Bản trên sẽ mua 13.000 tấn gạo của Mỹ; 15.000 tấn gạo của Thái Lan và số còn lại chưa xác định mua của nước nào.
1775,Nguồn tin Bloomberg dẫn lời một nhà phân tích nông nghiệp cho rằng giá gạo xuất khẩu có thể sẽ duy trì ở mức khoảng 600 USD/tấn sau khi hạn hán và lũ lụt gây thiệt hại nghiêm trọng tới mùa màng ở Ấn Độ và Philippine.
1776,"Xác định giá sàn xuất khẩu như thế nào, từ đó định hướng giá mua lúa hợp lý để nông dân có lợi thỏa đáng, nhưng không gây ách tắc xuất khẩu gạo là vấn đề cần tính toán kỹ lưỡng."
1777,"Những ngày đầu năm 2010, các doanh nghiệp xuất khẩu gạo Việt Nam có được nhiều hợp đồng xuất khẩu gạo lớn với tổng số 2,38 triệu tấn, trong đó khoảng 1 triệu tấn gạo sẽ được xuất sang thị trường Philippines. Ngay trong quý 1/2010, Việt Nam sẽ giao khoảng 1,47 triệu tấn gạo."
1778,Cơ quan Lương thực Quốc gia Philippine (NFA) đang tìm mua thêm gạo cho năm 2010 để cố gắng đảm bảo đủ lượng dự trữ.
1779,"Ngày 18-1, giá lúa gạo tại các tỉnh ĐBSCL tiếp tục bình ổn ở mức cao nhưng tiêu thụ chậm."
1780,"Theo Hiệp hội Lương thực Việt Nam (VFA), trong những ngày đầu năm 2010, các doanh nghiệp xuất khẩu gạo Việt Nam đã có được nhiều hợp đồng xuất khẩu gạo lớn với tổng số 2,38 triệu tấn."
1781,"Theo Hiệp hội Lương thực Việt Nam (VFA), tháng 12-2009, cả nước xuất khẩu thêm gần 300 nghìn tấn gạo, đưa tổng lượng gạo xuất khẩu cả năm vượt mức sáu triệu tấn, đạt kim ngạch hơn 2,43 tỷ USD."
1782,"Ông Phạm Văn Bảy, phó chủ tịch Hiệp hội Lương thực VN (VFA), cho biết năm 2010 VN đã có nhiều hợp đồng xuất khẩu gạo lớn với tổng khối lượng 2,38 triệu tấn. Giá xuất khẩu gạo của các hợp đồng đã giao khá cao so với mặt bằng chung, cụ thể gạo 25% tấm có giá thấp nhất là 480 USD/tấn và giá cao nhất đạt 664,9 USD/tấn..."
1783,"Tổng kim ngạch thương mại hai chiều giữa Qatar trong năm 2008 là 79,5 triệu USD, trong đó Việt Nam xuất khẩu 19,5 triệu USD."
1784,"Ít nhất hai lần, Công ty HV, đơn vị tư vấn cho Qatar tìm tới Cty nông nghiệp Cờ Đỏ, thành phố Cần Thơ để bàn thảo cách cung cấp gạo dài hạn."
1785,"Theo Hiệp hội Lương thực VN, đến cuối tháng 12-2009, nước ta đã xuất khẩu được hơn 6 triệu tấn gạo, tăng 28% so với năm 2008, mang về nguồn ngoại tệ hơn 2,4 tỉ USD. Đây cũng là năm đầu tiên VN đạt kỷ lục cao nhất về lượng gạo xuất khẩu trong 20 năm qua."
1786,"Philippines vừa thông báo VN đã trúng thầu đợt 3 tháng 12-2009 với số lượng 586.554 tấn gạo, giá 664,9USD/tấn giao tại cảng Philippines. Thời gian giao số gạo này được ấn định từ tháng 3 đến tháng 6-2010."
1787,"Ngày 29-12, ông Nguyễn Ngọc Nam, giám đốc Công ty Lương thực Tiền Giang, cho biết đang khẩn trương đóng gói chuẩn bị xuất khẩu 50 container (hơn 1.000 tấn) gạo thơm và gạo chất lượng cao sang Mỹ, Hong Kong, Singapore, Na Uy, New Zealand, Trung Đông..."
1788,"Mới đây Festival (Liên hoan) lúa gạo Việt Nam lần thứ nhất đã được tổ chức tại Hậu Giang. Ðây là dịp nhằm tôn vinh hạt gạo trắng trong và người trồng lúa vùng đất Chín Rồng. Qua Festival, người đồng bằng sông Cửu Long (ÐBSCL) nhận biết và thấu hiểu quá trình gian khó để có được hạt gạo, bát cơm cũng như tương lai của hạt gạo miền Tây Nam Bộ trong quá trình dựng xây đất nước."
1789,"Việt Nam vừa trúng toàn bộ hợp đồng xuất khẩu gạo 600 nghìn tấn đấu thầu ngày 15-12 tại Philippines. Như vậy, trong gần 2 triệu tấn gạo mà Philippines mua thì Việt Nam đã giành tới 1,35 triệu tấn với giá cao dần đều. Tuy nhiên, chúng ta chưa nên vội mừng."
1790,"Ngày 20-12, Công ty Lương thực Tiền Giang cho biết sau một tuần giảm giá, từ ngày 19-12 giá lúa gạo trong nước đã tăng trở lại trung bình 200-300 đồng/kg và có chiều hướng duy trì ở mức cao. Cụ thể, lúa được thương lái mua giá từ 5.200-5.400 đồng/kg, riêng lúa thơm giá 6.500-7.000 đồng/kg. Gạo lứt đẹp từ 7.400-7.500 đồng/kg, gạo lứt thường 7.300 đồng/kg."
1791,"Theo ông Nguyễn Quốc Trực, Phó Giám đốc Công ty Lương thực Tiền Giang, trong những ngày cuối tháng 12/2009, công ty đang chuẩn bị xuất 110 tấn gạo chất lượng cao sang thị trường Hoa Kỳ."
1792,"Giá gạo châu Á đã dịu đi trong phiên giao dịch ngày 16/12 sau khi Việt Nam đưa ra giá bỏ thầu thấp trong cuộc gọi thầu của Philíppin trong tuần này, kèm theo nguồn cung hiện đang dồi dào tại Việt Nam."
1793,"Theo giới tiểu thương chuyên đi thu mua lúa bán cho các doanh nghiệp xuất khẩu cho biết, mấy ngày qua giá nhiều loại lúa, gạo tại Đồng bằng sông Cửu Long đã có xu hướng bình ổn và giảm nhẹ trở lại, khoảng 40-50 đồng/kg so với cách đây 1 tuần."
1794,"Bộ Công Thương cho biết, hết tháng 11, cả nước đã xuất khẩu 5,7 triệu tấn gạo, ước tính cả năm sẽ đạt khoảng 6 triệu tấn - mức xuất khẩu kỷ lục từ trước đến nay, mang lại giá trị kim ngạch khoảng 2,8 tỷ USD."
1795,"Theo ông Nguyễn Quốc Trực, Phó Giám đốc Công ty Lương thực Tiền Giang, công ty đang chuẩn bị xuất 110 tấn gạo chất lượng cao sang thị trường Mỹ."
1796,"Theo Thứ trưởng Bộ Công Thương Nguyễn Thành Biên, việc các doanh nghiệp đẩy mạnh thu mua để thực hiện các hợp đồng xuất khẩu gạo mới đây có làm tăng giá gạo trong nước, song lượng gạo tồn kho hiện hoàn toàn đáp ứng nhu cầu trong nước cũng như xuất khẩu"
1797,"Theo quy chế, 20% lượng gạo trúng thầu sẽ dành cho doanh nghiệp đại diện bỏ thầu là Tổng công ty Lương thực Miền Nam, 80% chia lại cho các doanh nghiệp thuộc Hiệp hội Lương thực Việt Nam."
1798,Gạo xuất khẩu được nhiều đã làm không ít người quan ngại: việc này liệu có làm mất cân đối lương thực trong nước và làm cho giá gạo trong nước tăng cao như những ngày qua?
1799,"Mục tiêu đến năm 2012 chấm dứt tình trạng thiếu đói lương thực của người dân. Và đến năm 2020, thu nhập của người sản xuất lương thực cao hơn 2,5 lần hiện nay."
1800,"Giá gạo trên thị trường thế giới tăng 30% so với tháng 11 trong khi nguồn cung có xu hướng giảm, gây khó khăn cho Philippines, nước nhập khẩu gạo nhiều nhất thế giới."
1801,"Theo Cơ quan Lương thực Quốc gia Philíppin (NFA), do giá gạo tăng nên nước này sẽ chỉ mua 509.950 tấn gạo, ít hơn so với kế hoạch 600.000 tấn được đưa ra trong đợt mở thầu thứ nhất vào ngày 1/12."
1802,"Theo nguồn tin Reuters, Chính phủ Bănglađét thông báo sẽ tiếp tục cấm xuất khẩu gạo, có thể tới năm 2010, để bình ổn giá lương thực thiết yếu trên thị trường nội địa."
1803,"Thời gian gần đây, do nhu cầu lúa gạo của thế giới tăng cao và các doanh nghiệp trong nước đẩy mạnh việc thu mua xuất khẩu nên giá lúa gạo trong nước tăng mạnh."
1804,"Thứ trưởng Bộ Công thương Nguyễn Thành Biên khẳng định như trên khi trao đổi với Cổng TTĐT Chính phủ. Theo ông Biên, lượng gạo dự trữ của Việt Nam là hơn 1 triệu tấn, an toàn an ninh lương thực vẫn được đảm bảo."
1805,"Giá gạo hiện đang ở mức 615,95 – 768,50 USD/tấn; Trong cuộc đấu thầu mới nhất của Philippine, giá cao hơn 10,3% so với cuộc đấu thầu trước; Philippine thông báo sẽ hoãn mua nếu giá quá cao"
1806,"Từ khi chính phủ Philipines công bố mở thầu nhập gạo với số lượng ngay trong những tháng cuối năm 2009 đã tạo nên cơn sốt gạo trên thị trường thế giới. Trong ba đợt mở thầu gần đây nhất (một đợt vào đầu tháng 11 và hai đợt đầu tháng 12), giá gạo mà các nước trúng thầu cung cấp cho Philipines lên tới 625 USD-692 USD/tấn loại 25%."
1807,"Lượng gạo trong nước không thiếu khi số tồn kho của doanh nghiệp còn 1,4 triệu tấn."
1808,"Họ thu mua mỗi vụ hàng vài trăm tấn thóc để ăn chênh lệch nhưng với những biến động khôn lường của thị trường như vừa qua, những “đại lý làng” này như những con bạc thực sự…"
1809,"Theo Hiệp hội Lương thực VN (VFA), VN có khả năng trúng toàn bộ gói thầu cung cấp 600.000 tấn gạo 25% tấm cho Philippines trong đợt mở thầu sáng 15-12."
1810,"Giá gạo ở các tỉnh phía Bắc như Hà Nội, Phú Thọ..., thậm chí ngay cả các tỉnh phía Nam cũng tăng lên 1.000-3.000 đồng/kg trong hơn một tuần qua."
1811,"Philippines, quốc gia nhập khẩu gạo lớn nhất thế giới, đang đối mặt với tình cảnh thiếu hụt nguồn cung và giá nhập khẩu gạo tăng tới 30% so với tháng trước."
1812,"Hiệp hội Lương thực Việt Nam cho biết, tính từ đầu năm đến nay, các doanh nghiệp đã xuất khẩu được gần 5,7 triệu tấn gạo, đạt giá trị kim ngạch hơn 2,3 tỉ USD."
1813,"Sáng 8-12, Bộ NN&PTNT đã chủ trì cuộc họp với Bộ Tài nguyên - Môi trường, Tập đoàn Điện lực Việt Nam (EVN) bàn công tác điều hành nước phục vụ sản xuất vụ đông xuân 2009-2010 các tỉnh trung du, Đồng bằng Bắc bộ (ĐBBB)."
1814,Qui trình sản xuất gạo theo chuẩn Globalgap của ADC giúp nông dân được trang bị giống lúa tốt và đảm bảo được 4 tiêu chí quan trọng.
1815,Đây là lần thứ 3 liên tiếp Việt Nam trúng được những gói thầu lớn cung cấp gạo cho Philippines. Tổng lượng gạo trúng thầu trong đợt là 750.000 tấn.
1816,"Với vai trò “độc nhất vô nhị” của loại lương thực nuôi sống hơn một nửa dân số thế giới, trong đó chủ yếu là các quốc gia đang phát triển, an ninh lúa gạo thế giới đứng trước nguy cơ thêm một năm bị đe doạ sau sáu năm liên tục “bồ thóc”của thế giới rất “vơi”, thị trường gạo thế giới đang có những biến động bất ngờ. Trong bối cảnh như vậy, nếu đón bắt được xu thế, chúng ta sẽ không bỏ lỡ cơ hội vàng hiếm có này."
1817,"Chiều ngày 6-12, Phó Tổng giám đốc Tổng Công ty Lương thực miền Nam (LTMN) Nguyễn Thọ Trí cho biết, các doanh nghiệp (DN) thành viên đã cam kết không tăng giá gạo bán ra thị trường nội địa từ nay đến sau Tết Nguyên đán Canh Dần."
1818,Tổng công ty Lương thực miền Nam cho biết đang có kế hoạch đầu tư lớn tại tỉnh Hậu Giang cho các dự án thu mua và bảo quản lúa gạo.
1819,"Sở NN-PTNT An Giang cho biết, nông dân các huyện Châu Phú, Thoại Sơn, Chợ Mới, Phú Tân… đang vào cao điểm thu hoạch lúa vụ 3. Năm nay thời tiết thuận lợi, ít sâu bệnh nên 92.000 ha lúa vụ 3 đạt năng suất bình quân từ 5 - 5,4 tấn/ha, có nơi đạt trên 6 tấn/ha. Hiện giá lúa đang tăng cao, thương lái tìm mua lúa tươi tại ruộng từ 5.500 - 6.000 đồng/kg."
1820,"Trong các ngày 1-2 và 3.12, tin đồn về việc khan hiếm gạo đã lan nhanh ra các chợ nhiều tỉnh khu vực ĐBSCL. Một bộ phận người dân đã đi mua gạo với số lượng nhiều hơn bình thường. Các đại lý bán gạo đã rục rịch trữ hàng ""đón gió""."
1821,Giá gạo Việt Nam đã tăng 10% trên thị trường quốc tế sau khi Việt Nam giành được khối lượng thứ nhất trong ba lô thầu cung cấp gạo cho Philippines.
1822,"Theo Hiệp hội Lương thực Việt Nam, đợt mở thầu ngày 1-12 của Chính phủ Philippines, Việt Nam đã trúng thầu xuất khẩu lô hàng 300.000 tấn gạo loại 25% tấm (trong số 500.000 tấn) với giá bình quân 625 USD/tấn, giao hàng tại cảng Philippines từ tháng 2 đến 5-2010, trả chậm 9 tháng."
1823,"Theo Hiệp hội Lương thực Việt Nam, năm 2010, Chính phủ Phi-li-pin mở thầu để mua 1,5 triệu tấn gạo vào các ngày 1, 4, 8 và 15-12. Ngay đợt mở thầu đầu tiên, 1-12, nước ta đã trúng thầu xuất khẩu lô hàng 300 nghìn tấn gạo chủng loại 25% tấm, với mức giá bình quân 625 USD/tấn, cao nhất kể từ đầu năm đến nay, cao hơn so với giá trúng thầu cách đây gần một tháng (4-11), là 145 USD/tấn. Trong khi giá gạo 25% tấm ở thị trường thế giới ở mức 480 USD/tấn, việc trúng thầu giá cao lần này cho thấy gạo Việt Nam đã được khẳng định trên thị trường."
1824,"Theo ông Huỳnh Công Thành - giám đốc Công ty Lương thực TP.HCM, kể từ ngày 2-12 đến sau Tết Canh Dần, đơn vị này sẽ bán gạo ở một mức giá cố định nhằm bình ổn giá thị trường."
1825,"Hôm nay 2-12, Festival Lúa gạo Việt Nam lần thứ 1, tại Hậu Giang khép lại. Như một “cơ duyên” những ngày diễn ra fetisval sôi động, cùng lúc thị trường lúa gạo nóng lên từng ngày. Giá lúa ở ĐBSCL “đội trần” đạt 6.000 đồng/kg, tăng gấp hai lần so với giữa vụ hè-thu. Dư luận lo lắng: liệu có xảy ra sốt gạo như năm rồi? Chưa bao giờ chuyện lợi tức của người trồng lúa, chất lượng – thương hiệu gạo xuất khẩu, kho dự trữ, cách mua bán lúa gạo… lại được bàn nghiêm túc như festival lần này."
